,Daily.Rainfall.Total.mm,Mean.Temperature.C,Mean.Wind.Speed.kmh,year,week
74,3.115873015873017,28.557142857142857,7.142857142857143,2015,23
75,1.2441938178780283,29.245578231292516,7.191496598639456,2015,24
76,8.10969089390142,27.98979591836735,5.718367346938774,2015,25
77,3.6541353383458643,27.989795918367346,7.2510204081632645,2015,26
78,0.03759398496240601,29.712244897959184,10.059183673469388,2015,27
79,0.19210526315789475,29.689285714285713,9.089285714285714,2015,28
80,0.19210526315789475,29.689285714285713,9.089285714285714,2015,29
81,0.19210526315789475,29.689285714285713,9.089285714285714,2015,30
82,0.19210526315789475,29.689285714285713,9.089285714285714,2015,31
83,0.19210526315789475,29.689285714285713,9.089285714285714,2015,32
84,9.52982456140351,27.309523809523807,7.1190476190476195,2015,33
85,10.693233082706765,27.6734693877551,7.481632653061225,2015,34
86,0.2676691729323308,28.912244897959187,8.79795918367347,2015,35
87,2.6167084377610696,28.546938775510206,8.816326530612246,2015,36
88,0.6360902255639098,29.13469387755102,10.520408163265305,2015,37
89,4.184962406015038,28.381632653061224,7.573469387755102,2015,38
90,4.769924812030076,28.177551020408167,7.914285714285713,2015,39
91,2.3969924812030072,28.706122448979592,7.3224489795918375,2015,40
92,6.128070175438597,28.416666666666668,6.6571428571428575,2015,41
93,5.380451127819549,28.08571428571429,6.316326530612244,2015,42
94,0.8992481203007519,28.8734693877551,6.583673469387755,2015,43
95,0.0,29.281632653061223,7.6959183673469385,2015,44
96,4.878195488721805,28.575510204081635,6.836734693877552,2015,45
97,4.70233918128655,27.610204081632652,5.7714285714285705,2015,46
98,6.937790554818418,27.751020408163267,5.375510204081633,2015,47
99,10.071521942110179,27.569387755102042,5.865306122448979,2015,48
100,10.242857142857144,27.53673469387755,5.365306122448979,2015,49
101,12.646187363834423,27.28095238095238,6.085714285714286,2015,50
102,11.762745098039215,27.726530612244897,5.955102040816326,2015,51
103,15.718796992481202,26.96326530612245,5.5081632653061225,2015,52
104,0.6541353383458647,28.140136054421767,7.461224489795919,2016,1
105,9.810609857978278,27.540816326530607,7.687755102040817,2016,2
106,5.911307680967122,26.951020408163266,7.775510204081633,2016,3
107,2.8978279030910605,28.485714285714284,9.095918367346938,2016,4
108,8.39189640768588,27.908503401360544,6.456462585034013,2016,5
109,7.079365079365077,27.869047619047617,8.921428571428573,2016,6
110,5.344444444444446,28.178571428571427,8.72857142857143,2016,7
111,6.693464052287582,27.481428571428577,9.625714285714285,2016,8
112,4.097945845004668,27.710476190476193,9.667619047619045,2016,9
113,12.289075630252102,27.05238095238095,9.185714285714287,2016,10
114,3.0074074074074075,27.65833333333333,12.03888888888889,2016,11
115,0.7009803921568626,28.222222222222225,11.494444444444445,2016,12
116,6.714659197012137,28.435714285714287,8.535714285714286,2016,13
117,1.034920634920635,28.66666666666666,8.466666666666667,2016,14
118,2.0507936507936506,28.785714285714285,8.378571428571428,2016,15
119,2.43968253968254,29.069047619047616,10.388095238095238,2016,16
120,6.025396825396825,28.85952380952381,7.411904761904763,2016,17
121,3.711904761904762,29.445238095238096,6.735714285714287,2016,18
122,6.692857142857144,29.497619047619047,7.257142857142855,2016,19
123,9.250925925925925,28.488888888888894,5.186111111111111,2016,20
124,3.9611111111111112,29.388095238095236,6.154761904761905,2016,21
125,8.974603174603175,28.97142857142857,5.735714285714286,2016,22
126,10.123809523809523,28.58809523809524,6.002380952380953,2016,23
127,8.392063492063492,29.25714285714286,7.283333333333333,2016,24
128,4.0968253968253965,28.226190476190474,5.580952380952381,2016,25
129,8.49206349206349,28.54047619047619,5.971428571428571,2016,26
130,13.01984126984127,27.82857142857143,6.164285714285714,2016,27
131,6.817460317460317,28.164285714285715,6.302380952380952,2016,28
132,0.09777777777777777,29.663333333333334,7.639999999999999,2016,29
133,0.09777777777777777,29.663333333333334,7.639999999999999,2016,30
134,0.09777777777777777,29.663333333333334,7.639999999999999,2016,31
135,0.09777777777777777,29.663333333333334,7.639999999999999,2016,32
136,0.09777777777777777,29.663333333333334,7.639999999999999,2016,33
137,1.643137254901961,28.443333333333335,8.22,2016,34
138,3.872268907563025,29.12619047619048,7.185714285714286,2016,35
139,4.712605042016807,29.135714285714283,8.58095238095238,2016,36
140,8.094024276377215,28.878571428571426,8.352380952380953,2016,37
141,3.343067226890756,28.359523809523807,6.295238095238096,2016,38
142,7.194642857142857,28.407142857142855,7.25,2016,39
143,7.261547619047619,27.780952380952378,7.35,2016,40
144,6.084761904761905,28.390476190476193,7.355714285714285,2016,41
145,0.45904761904761904,28.93809523809524,6.866666666666666,2016,42
146,4.062222222222222,28.461111111111112,6.9444444444444455,2016,43
147,8.054659863945577,28.728571428571428,7.504285714285714,2016,44
148,7.558771008403362,28.764285714285712,8.388095238095238,2016,45
149,11.156302521008403,27.51904761904762,6.395238095238095,2016,46
150,9.078151260504203,27.314285714285713,6.497619047619048,2016,47
151,4.168067226890757,27.709523809523805,6.564285714285715,2016,48
152,14.746218487394957,26.801904761904762,6.095238095238096,2016,49
153,4.902521008403362,27.711666666666666,6.630952380952381,2016,50
154,6.6764705882352935,27.322222222222223,7.300000000000001,2016,51
155,4.786554621848739,27.814285714285717,6.964285714285714,2016,52
156,2.273949579831933,27.651904761904763,7.4261904761904765,2017,1
157,5.120168067226891,27.946666666666665,8.423809523809524,2017,2
158,16.383193277310927,26.4447619047619,7.792857142857143,2017,3
159,4.730567226890756,26.864285714285717,7.542857142857143,2017,4
160,2.016806722689076,28.474285714285717,8.007142857142856,2017,5
161,3.3697478991596634,27.68,6.969047619047619,2017,6
162,22.23518907563025,25.86214285714286,7.797619047619047,2017,7
163,1.7579831932773107,26.695714285714285,9.007142857142856,2017,8
164,11.257142857142858,27.05428571428572,7.0,2017,9
165,2.149579831932773,26.755714285714287,12.00952380952381,2017,10
166,2.0252100840336134,27.244285714285716,10.414285714285713,2017,11
167,8.176470588235292,26.697222222222223,7.980555555555555,2017,12
168,12.83764705882353,26.125999999999998,8.4,2017,13
169,7.221848739495798,27.12238095238095,8.502380952380951,2017,14
170,4.011764705882354,27.893809523809523,6.9333333333333345,2017,15
171,5.078991596638656,28.032380952380954,6.957142857142856,2017,16
172,5.856953781512604,27.046190476190475,5.6119047619047615,2017,17
173,6.981939775910364,28.04,6.527142857142858,2017,18
174,9.625,27.85428571428571,6.519999999999998,2017,19
175,14.32375457875458,27.941428571428567,5.963333333333332,2017,20
176,8.11971742543171,27.61714285714286,6.27404761904762,2017,21
177,3.601709401709402,28.656388888888888,6.123333333333332,2017,22
178,5.328051220488196,28.42738095238095,7.120238095238095,2017,23
179,3.1604441776710686,29.261904761904763,9.093333333333332,2017,24
180,15.567040816326534,28.029761904761905,7.883809523809524,2017,25
181,11.572789115646259,28.63547619047619,7.713095238095237,2017,26
182,2.447163865546219,29.703333333333337,8.700000000000001,2017,27
183,4.469166666666667,28.80642857142857,7.278095238095238,2017,28
184,7.021512605042018,28.120714285714286,7.011904761904762,2017,29
185,6.216300366300366,27.605277777777776,6.198333333333333,2017,30
186,6.216300366300366,27.605277777777776,6.198333333333333,2017,31
187,6.216300366300366,27.605277777777776,6.198333333333333,2017,32
188,6.216300366300366,27.605277777777776,6.198333333333333,2017,33
189,6.216300366300366,27.605277777777776,6.198333333333333,2017,34
190,0.42666666666666664,29.270833333333332,11.504166666666666,2017,35
191,5.620378151260504,28.145238095238092,8.53809523809524,2017,36
192,11.48970588235294,27.245238095238097,7.173809523809524,2017,37
193,1.6605042016806724,28.440476190476193,9.192857142857141,2017,38
194,1.1126050420168068,28.116666666666667,8.166666666666666,2017,39
195,5.721008403361345,28.309523809523814,8.411904761904761,2017,40
196,7.001120448179272,28.035238095238096,6.295238095238095,2017,41
197,9.11218487394958,27.366666666666667,7.547619047619048,2017,42
198,6.9142857142857155,28.035714285714285,6.380952380952381,2017,43
199,6.22218137254902,27.13611111111111,6.141666666666667,2017,44
200,16.072268907563025,27.64761904761905,6.883333333333333,2017,45
201,0.19495798319327728,29.35,6.928571428571429,2017,46
202,1.9798319327731093,28.607142857142858,6.171428571428572,2017,47
203,5.514285714285714,27.333333333333332,5.954761904761904,2017,48
204,16.25063025210084,27.21952380952381,6.762857142857143,2017,49
205,16.882058823529412,26.852380952380948,5.990476190476191,2017,50
206,8.698319327731092,27.301428571428573,5.803333333333334,2017,51
207,6.547619047619049,27.020000000000003,7.417142857142857,2017,52
208,1.1155158730158732,28.390833333333337,6.513333333333333,2018,1
209,12.965714285714286,26.81714285714285,6.491428571428572,2018,2
210,5.062218733647305,27.189285714285717,9.012142857142857,2018,3
211,8.87927786499215,27.20785714285714,7.211428571428571,2018,4
212,23.2883830455259,26.20071428571429,7.371428571428572,2018,5
213,15.404683411826268,26.37333333333333,6.582857142857143,2018,6
214,7.021645021645022,24.474047619047617,8.81952380952381,2018,7
215,10.96505102040816,27.029523809523816,7.052380952380953,2018,8
216,7.305833333333333,27.11428571428571,7.260476190476191,2018,9
217,1.5358333333333334,26.630476190476195,11.557142857142859,2018,10
218,0.005357142857142857,26.701904761904757,12.052380952380954,2018,11
219,0.25357142857142856,27.56904761904762,9.680952380952379,2018,12
220,5.691071428571429,27.213333333333335,9.80952380952381,2018,13
221,6.487499999999999,27.658333333333335,7.499999999999999,2018,14
222,3.3892857142857147,27.573809523809523,9.773809523809522,2018,15
223,3.3285714285714287,28.251428571428566,9.14047619047619,2018,16
224,5.527678571428572,28.156190476190478,8.807142857142857,2018,17
225,7.341309523809524,26.902380952380952,6.9661904761904765,2018,18
226,4.750210084033613,28.254761904761903,8.764285714285716,2018,19
227,6.431932773109245,28.53571428571428,8.214285714285714,2018,20
228,10.611764705882354,27.571428571428573,6.478571428571429,2018,21
229,8.238655462184873,28.21904761904762,6.173809523809524,2018,22
230,8.97843137254902,28.097222222222218,5.991666666666667,2018,23
231,0.9226890756302522,29.58095238095238,8.076190476190476,2018,24
232,11.817647058823528,28.02142857142857,5.528571428571429,2018,25
233,7.773109243697479,28.021428571428572,5.878571428571428,2018,26
234,13.599159663865546,27.642857142857142,5.338095238095238,2018,27
235,1.7235294117647058,29.553809523809523,6.75,2018,28
236,3.1550420168067226,28.93047619047619,7.537142857142858,2018,29
237,7.108508403361344,27.836666666666666,6.7909523809523815,2018,30
238,15.469747899159666,26.75238095238095,6.288095238095238,2018,31
239,15.469747899159666,26.75238095238095,6.288095238095238,2018,32
240,15.469747899159666,26.75238095238095,6.288095238095238,2018,33
241,15.469747899159666,26.75238095238095,6.288095238095238,2018,34
242,15.469747899159666,26.75238095238095,6.288095238095238,2018,35
243,0.40392156862745093,27.627777777777776,7.577777777777777,2018,36
244,2.295798319327731,28.209523809523812,8.292857142857141,2018,37
245,0.8756302521008404,29.24047619047619,9.014285714285716,2018,38
246,7.638655462184874,28.440476190476186,8.37857142857143,2018,39
247,3.1025210084033605,28.297619047619044,7.3166666666666655,2018,40
248,8.24873949579832,27.13095238095238,5.535714285714286,2018,41
249,5.768067226890757,27.588095238095235,6.642857142857143,2018,42
250,10.752941176470587,27.48095238095238,7.057142857142858,2018,43
251,1.7310924369747898,28.771428571428572,7.528571428571429,2018,44
252,0.0058823529411764705,29.508333333333326,8.844444444444443,2018,45
253,17.544537815126052,27.230952380952377,6.357142857142857,2018,46
254,6.453781512605041,26.880952380952383,5.988095238095238,2018,47
255,7.19327731092437,27.999999999999996,6.414285714285714,2018,48
256,7.139495798319329,27.357142857142858,6.0928571428571425,2018,49
257,9.772478991596639,27.297619047619044,6.257142857142858,2018,50
258,17.274789915966384,27.04047619047619,5.571428571428571,2018,51
259,10.851995798319326,27.090476190476192,5.969047619047619,2018,52
